id_usuario,dia_ganancias,ganancias_MXN,ganancias_USD,ganancias_CAD,ganancias_EUR
29,2025-03-06,942,-566,5,-218
6,2025-03-26,574,297,-507,475
44,2025-03-21,-948,-41,-38,-587
95,2025-01-03,493,386,990,680
26,2025-02-16,-126,-53,-189,675
91,2025-01-09,848,878,648,103
6,2025-02-28,-181,-471,230,-441
7,2025-01-09,-99,400,-714,-607
14,2025-03-27,467,-243,982,925
18,2025-02-06,12,205,796,887
50,2025-01-28,872,860,816,-222
38,2025-02-18,-620,-235,-465,413
10,2025-01-07,-469,-579,689,-682
46,2025-02-13,-464,280,298,714
42,2025-01-20,508,-922,-495,623
89,2025-02-11,117,488,-281,-177
9,2025-02-12,529,966,-436,584
33,2025-02-09,-72,-689,-367,-153
63,2025-01-09,119,709,858,341
99,2025-01-01,-490,-892,-304,-589
99,2025-02-05,-297,857,-373,851
72,2025-03-18,33,987,-675,-122
43,2025-02-02,388,134,759,479
89,2025-03-20,627,904,-500,26
19,2025-01-23,-781,-809,-735,843
80,2025-03-01,-222,-258,685,577
91,2025-02-09,447,-252,201,465
88,2025-02-11,680,-824,793,-723
67,2025-01-11,-800,-421,-35,762
81,2025-03-05,352,-877,-133,-745
53,2025-01-17,560,909,702,-985
79,2025-03-04,540,-327,691,-760
44,2025-01-25,-728,790,350,254
26,2025-03-04,74,-784,-33,-532
72,2025-02-17,-111,-726,-187,-358
11,2025-02-03,-752,-898,-22,-66
41,2025-01-03,174,-447,-225,-696
24,2025-03-14,800,-341,-803,408
74,2025-03-22,355,629,409,534
17,2025-01-10,-619,-148,-464,-239
17,2025-02-02,-691,3,464,-682
74,2025-03-05,307,-80,-184,975
70,2025-01-24,725,-454,-456,-765
45,2025-03-24,288,975,-522,-607
58,2025-04-02,-441,-378,457,-283
35,2025-02-14,-820,140,991,199
39,2025-03-08,-304,121,8,-629
80,2025-03-20,-872,-832,94,-879
73,2025-02-02,-366,299,710,281
22,2025-03-11,-396,352,692,407
90,2025-02-10,-368,-340,-998,-928
37,2025-02-15,-900,817,-154,-515
60,2025-02-09,100,-961,163,791
36,2025-01-20,571,-613,-919,147
99,2025-02-20,363,-633,-793,750
95,2025-02-27,-24,935,211,51
32,2025-01-31,544,941,-845,729
1,2025-03-06,901,191,560,147
53,2025-03-05,-570,-650,774,-544
10,2025-02-22,291,976,-980,-692
72,2025-01-26,-13,867,-618,636
7,2025-01-28,685,-660,376,-140
91,2025-01-08,493,-70,464,-888
81,2025-02-26,810,118,-657,-780
12,2025-02-28,826,507,-946,-85
50,2025-02-24,231,221,-118,585
64,2025-02-13,-638,315,-363,867
56,2025-02-11,80,-718,785,240
80,2025-01-04,-514,308,-477,-337
60,2025-03-08,-387,-402,74,255
37,2025-03-03,-254,721,167,-854
82,2025-03-19,977,348,52,-64
55,2025-03-07,-657,67,229,718
81,2025-03-09,-679,117,-730,845
16,2025-02-21,896,866,184,137
26,2025-02-17,-915,142,110,781
72,2025-03-14,-452,896,-241,708
47,2025-01-05,-810,332,804,426
37,2025-03-24,618,-489,195,-386
35,2025-04-01,86,-115,-257,635
19,2025-01-22,-542,228,-974,-509
96,2025-01-25,175,-172,-820,-741
91,2025-01-25,286,590,645,-201
95,2025-02-13,321,996,97,903
46,2025-01-27,-979,116,-199,969
88,2025-02-07,-854,507,592,500
31,2025-03-06,-578,881,555,-875
70,2025-02-04,988,-797,229,-131
76,2025-02-15,542,436,567,-332
85,2025-01-25,-279,-53,626,-705
98,2025-03-23,52,545,-734,-930
38,2025-03-15,-182,-872,364,-134
51,2025-03-30,-638,517,189,308
41,2025-02-07,331,668,791,-725
8,2025-03-21,-350,-202,-276,-280
30,2025-03-20,-289,-908,656,19
79,2025-02-24,-344,736,-556,-231
1,2025-02-18,-172,257,-515,-352
38,2025-03-18,455,398,-581,-927
59,2025-03-13,790,-558,-137,-705
32,2025-03-14,-580,-361,425,80
88,2025-01-07,-9,-514,772,572
69,2025-01-01,-241,365,529,171
63,2025-01-21,-632,-901,-828,655
72,2025-03-06,36,292,409,-394
88,2025-03-01,-372,-147,34,462
52,2025-03-03,751,184,454,436
81,2025-02-03,984,252,939,598
95,2025-03-03,301,826,46,263
3,2025-01-12,-371,-551,263,-237
31,2025-03-15,810,-883,-366,976
7,2025-04-02,-275,-727,-221,-105
73,2025-03-23,-735,498,-930,616
45,2025-02-06,867,-847,289,-611
25,2025-02-19,-397,-472,-998,-721
23,2025-02-05,-635,-817,-643,-323
92,2025-03-16,-995,126,-434,-658
81,2025-02-18,-572,-35,684,-891
93,2025-01-08,332,465,643,383
24,2025-04-02,220,219,-137,-807
1,2025-03-24,-189,327,-711,682
18,2025-02-05,-50,845,-491,-664
52,2025-02-04,342,366,-228,934
36,2025-01-15,-74,-564,686,-256
23,2025-01-07,648,976,-417,744
82,2025-02-10,-951,-276,-911,-390
83,2025-03-06,560,307,945,-885
4,2025-02-07,-381,681,-76,51
39,2025-03-07,-366,72,-319,-411
15,2025-03-01,-314,-73,553,-271
30,2025-03-03,566,-784,228,-49
8,2025-02-04,781,-918,138,-156
98,2025-01-09,937,283,44,745
86,2025-03-28,77,220,141,571
26,2025-01-14,706,-985,90,995
96,2025-03-18,803,549,-560,-143
22,2025-01-20,566,-437,-310,-640
3,2025-02-21,317,-437,559,683
38,2025-02-05,-807,-894,641,-853
79,2025-01-18,-22,602,920,411
4,2025-03-05,839,459,-723,374
24,2025-01-17,284,-681,-70,-192
4,2025-02-27,-908,850,-932,-68
67,2025-03-13,899,-952,752,154
50,2025-01-31,108,-673,952,-885
5,2025-01-03,835,905,995,-420
23,2025-03-09,432,170,12,-777
76,2025-01-05,498,102,-727,139
77,2025-03-13,204,737,-688,-438
6,2025-02-24,-256,966,-931,-115
17,2025-03-19,437,942,87,222
45,2025-02-11,-318,627,-821,233
93,2025-01-10,36,-808,-927,933
49,2025-03-31,-770,-210,353,-959
22,2025-03-09,-120,263,-663,-16
71,2025-01-02,134,501,-816,-11
28,2025-04-02,-922,139,-614,752
48,2025-03-29,-544,-599,-352,-182
52,2025-01-20,-515,-845,192,50
17,2025-03-03,725,-185,870,-908
15,2025-01-14,880,499,688,224
6,2025-02-28,-344,585,-96,552
17,2025-02-04,194,-890,755,182
40,2025-02-18,-987,767,741,917
7,2025-01-17,583,-977,-120,-504
47,2025-02-14,-836,757,-77,826
37,2025-04-01,221,-284,203,-364
57,2025-02-17,624,-446,42,-651
5,2025-04-01,-704,94,344,-774
17,2025-01-09,-129,-242,-540,800
16,2025-01-04,-281,851,907,-899
24,2025-02-23,-334,254,137,-969
93,2025-01-29,173,-484,-94,766
41,2025-03-01,187,990,-25,-629
3,2025-02-06,-77,453,-702,-743
27,2025-02-03,-228,32,29,926
71,2025-03-07,976,-807,671,887
88,2025-01-19,690,0,34,693
14,2025-03-01,-160,-14,671,-807
96,2025-03-01,-910,125,667,-884
88,2025-03-18,327,-501,-594,926
47,2025-01-19,481,-495,736,27
85,2025-03-22,852,268,566,-881
74,2025-02-19,495,241,412,-33
27,2025-01-23,-501,-674,-113,77
74,2025-01-03,-208,-413,-458,209
42,2025-01-16,125,-498,-210,536
51,2025-02-28,822,538,693,-755
89,2025-04-02,759,-123,-609,695
53,2025-02-13,820,-748,187,764
35,2025-02-08,177,477,304,550
52,2025-01-14,208,-255,-227,-417
82,2025-01-08,-51,324,-609,919
58,2025-04-01,-791,614,495,140
16,2025-02-17,576,955,922,250
79,2025-02-09,-605,-192,-935,-85
24,2025-02-15,461,533,-822,-11
49,2025-02-02,-710,-520,-23,-742
62,2025-03-19,-314,389,198,-867
95,2025-03-03,-316,746,720,-630
82,2025-03-30,623,-313,772,-62
85,2025-03-04,750,485,211,787
27,2025-02-24,-629,-948,6,707
52,2025-03-30,310,785,826,-430
63,2025-01-12,-131,-500,669,-416
47,2025-03-05,324,214,446,-402
76,2025-03-15,874,56,807,-809
17,2025-03-05,-514,-405,891,-814
80,2025-03-15,-137,198,380,-75
44,2025-02-06,-792,-808,-318,-547
50,2025-01-01,-376,-547,907,553
14,2025-03-18,-802,-697,444,-260
6,2025-01-17,131,-907,-114,-672
90,2025-01-14,611,-402,-59,-481
37,2025-03-21,-451,-72,963,-977
96,2025-03-20,-565,104,934,719
2,2025-04-01,-934,62,690,-862
11,2025-02-13,437,-615,-791,266
37,2025-03-28,-949,-62,336,254
37,2025-02-04,646,-243,631,727
79,2025-01-24,-771,-439,21,-212
33,2025-02-17,-238,-276,-676,-150
15,2025-03-05,-337,435,-365,984
44,2025-03-07,-519,226,-872,-506
75,2025-02-01,-791,-610,-335,847
94,2025-01-25,548,116,-502,-878
79,2025-02-07,384,-146,-651,425
45,2025-01-18,353,-953,-571,338
46,2025-03-27,-976,-736,-771,432
74,2025-02-07,162,248,-86,539
56,2025-02-26,337,-469,813,66
78,2025-01-08,166,455,-507,-980
49,2025-02-03,-371,780,-753,-337
83,2025-01-30,-807,-25,-91,-306
91,2025-02-07,94,-34,-268,-848
24,2025-02-21,-95,-784,95,-793
55,2025-01-21,88,462,617,-499
59,2025-03-28,72,-929,-122,-744
2,2025-02-13,-814,-649,-439,-367
36,2025-03-30,916,-343,802,-341
19,2025-02-09,570,-520,-271,600
47,2025-02-28,62,-727,-595,-893
18,2025-01-18,870,174,698,-277
73,2025-02-11,60,-37,82,203
14,2025-02-10,-993,368,-498,857
66,2025-02-21,-565,340,138,-134
23,2025-02-04,814,-503,375,948
16,2025-03-09,282,534,939,348
26,2025-02-26,891,-13,667,432
83,2025-01-30,-257,615,-983,267
43,2025-03-13,-461,-550,505,60
54,2025-02-04,637,-912,17,644
68,2025-01-03,13,71,-431,-78
4,2025-01-27,519,-742,603,-505
28,2025-01-23,690,-659,-948,64
18,2025-03-19,612,-621,-335,429
55,2025-02-26,860,-346,519,-596
74,2025-01-13,495,-474,-751,-454
69,2025-03-18,-726,617,848,482
36,2025-01-07,-918,-481,-877,-781
12,2025-02-05,-77,18,185,-586
18,2025-03-21,-741,110,450,220
77,2025-01-10,-110,-246,-601,-354
53,2025-03-13,737,-19,-538,965
17,2025-03-04,504,-631,-256,-150
14,2025-03-31,-667,190,891,862
71,2025-02-02,-204,-926,-368,-651
72,2025-01-26,0,-585,712,-112
11,2025-03-02,676,-28,578,306
24,2025-01-01,-273,129,336,-111
62,2025-01-21,-330,-610,-83,-363
64,2025-02-15,941,441,836,-927
28,2025-03-15,183,861,326,76
31,2025-02-06,939,261,-945,371
28,2025-03-17,42,-128,219,-589
89,2025-03-31,-527,-986,-22,-340
61,2025-03-14,-693,-273,-311,846
50,2025-01-10,-667,108,419,-923
41,2025-02-17,-644,-284,952,971
55,2025-02-15,-221,544,-51,987
61,2025-01-28,-666,158,575,-90
68,2025-01-02,-37,332,-543,-179
72,2025-03-11,573,-634,921,-213
65,2025-02-10,903,-717,568,108
21,2025-01-15,-324,814,983,-209
70,2025-03-28,-129,-156,-918,151
23,2025-04-02,-857,-471,-267,-402
74,2025-03-05,-538,921,434,943
14,2025-01-27,381,-947,183,-607
37,2025-01-14,93,-930,-579,699
14,2025-03-27,529,-855,304,707
94,2025-03-16,915,487,-418,479
14,2025-02-09,-185,-465,664,256
91,2025-02-15,641,-327,117,689
94,2025-03-08,366,855,224,357
18,2025-03-21,-262,-971,228,-591
62,2025-04-02,639,475,-548,847
32,2025-01-04,498,-164,534,672
36,2025-03-05,-557,163,341,611
65,2025-01-30,549,178,-514,-588
63,2025-01-29,528,-785,-23,-650
5,2025-01-30,-685,762,-911,494
20,2025-03-25,482,-792,-68,192
15,2025-03-31,-39,713,-535,-211
40,2025-03-25,-947,246,748,428
45,2025-01-03,-417,9,167,912
59,2025-03-23,-495,439,-551,-918
53,2025-03-04,-928,602,-441,901
5,2025-01-09,-963,-36,-226,924
8,2025-01-16,-918,-38,701,-525
65,2025-01-24,-202,917,-900,-78
10,2025-01-11,819,-231,-811,140
74,2025-03-26,188,-190,-425,111
95,2025-03-02,-45,465,-950,-500
80,2025-03-04,48,-10,-383,652
47,2025-01-28,-655,-503,679,-611
58,2025-02-20,-630,969,308,-799
87,2025-01-07,-320,695,773,-118
41,2025-03-10,208,-801,897,541
80,2025-01-19,-882,820,-585,966
53,2025-01-27,465,344,-369,-696
81,2025-02-07,10,-654,154,359
61,2025-03-26,114,-301,-314,716
68,2025-02-10,-701,-233,480,123
90,2025-02-10,-988,-634,48,290
8,2025-03-08,58,-846,793,-650
66,2025-01-24,75,195,-942,-977
36,2025-01-07,-677,-146,868,-26
30,2025-03-05,-964,-217,568,-512
84,2025-01-30,-630,752,-372,509
95,2025-02-01,93,355,-436,-54
27,2025-02-10,300,34,383,-643
15,2025-01-22,98,918,-8,96
6,2025-02-12,-933,-870,-787,460
5,2025-02-17,-434,912,-596,-198
97,2025-03-22,-155,-392,624,573
75,2025-01-24,905,350,-539,-442
3,2025-03-04,-371,-917,748,-688
61,2025-01-20,-314,-621,5,830
69,2025-01-13,82,384,413,38
43,2025-01-01,-860,952,-443,-989
73,2025-04-01,-641,-730,-24,-545
4,2025-01-16,-151,-411,-577,649
46,2025-03-15,-503,-93,-654,212
89,2025-03-14,-157,-447,71,-34
55,2025-03-25,862,-254,-464,704
46,2025-02-01,-923,-77,67,143
58,2025-01-26,456,603,-178,153
64,2025-03-25,-846,539,4,-874
53,2025-02-25,-149,850,-981,-392
98,2025-02-16,-39,-890,696,246
41,2025-01-07,927,947,667,-56
81,2025-02-02,344,650,626,579
47,2025-03-19,493,-476,474,997
66,2025-01-24,622,-705,117,747
23,2025-01-09,949,453,-917,761
55,2025-01-19,980,-788,377,-199
14,2025-03-02,132,197,-745,-497
80,2025-01-25,-711,760,940,268
21,2025-02-06,322,402,-478,871
18,2025-02-17,199,722,141,920
95,2025-01-16,380,-550,-632,50
72,2025-01-09,364,-785,32,511
42,2025-03-02,-512,-533,-949,-651
14,2025-03-04,-428,870,659,263
65,2025-03-19,779,293,-538,862
89,2025-01-07,763,-97,-677,39
65,2025-03-03,650,88,140,-821
68,2025-01-23,-175,-102,-260,268
77,2025-03-23,-876,542,-867,-871
79,2025-03-19,-777,-875,-416,-79
20,2025-02-01,-567,-709,-918,791
23,2025-01-31,233,289,-299,-97
16,2025-01-01,515,-500,370,924
87,2025-01-10,153,257,-376,979
69,2025-03-14,58,477,-120,374
6,2025-01-18,-650,729,543,84
2,2025-03-30,240,774,204,-648
5,2025-01-30,-960,861,-169,-350
35,2025-03-02,-410,-465,717,-818
16,2025-01-10,236,-930,562,718
73,2025-03-08,-248,-788,242,281
89,2025-01-29,-761,503,-554,756
79,2025-02-11,137,259,-785,-914
93,2025-03-27,479,-115,-547,853
10,2025-01-05,-69,937,846,789
85,2025-04-01,0,-954,656,-220
17,2025-02-21,-761,-987,898,453
26,2025-02-05,-976,333,972,-803
13,2025-03-21,984,-249,170,-724
97,2025-01-11,-108,61,-961,422
27,2025-02-03,538,734,134,-387
41,2025-02-15,-324,-481,935,-604
99,2025-02-23,386,-298,-787,-489
35,2025-02-21,-754,-852,559,541
47,2025-01-02,659,690,707,-969
62,2025-02-09,708,708,721,-691
61,2025-02-17,-929,44,195,-851
84,2025-02-15,-459,90,495,-632
97,2025-01-11,101,642,-588,-596
84,2025-01-05,-703,-840,-795,124
97,2025-01-23,-370,-883,-775,-733
82,2025-03-06,-856,-177,100,945
76,2025-01-11,242,-64,-52,-768
71,2025-01-03,-493,737,102,321
40,2025-01-03,-655,-907,-254,707
54,2025-02-17,-902,-281,-39,318
66,2025-03-30,-161,217,-839,-703
80,2025-01-28,420,-572,-703,-337
26,2025-02-20,949,490,785,-880
5,2025-01-28,559,-422,-130,297
96,2025-01-21,-875,986,-946,363
71,2025-01-30,51,-823,-609,666
10,2025-01-07,175,-678,790,802
2,2025-03-14,286,-574,-991,-830
34,2025-02-20,410,451,-321,-422
53,2025-01-23,-695,412,680,109
47,2025-01-28,753,532,-201,-167
42,2025-02-10,-759,996,386,-421
81,2025-01-05,-720,-156,-938,-669
99,2025-02-26,-322,360,-331,487
59,2025-01-02,-682,-545,258,-890
66,2025-03-27,123,653,51,-640
53,2025-01-03,-207,-848,-374,-228
85,2025-01-13,714,297,402,179
8,2025-02-26,639,-357,-19,905
94,2025-01-25,-956,757,-311,-32
28,2025-03-24,-610,-300,-921,-980
60,2025-02-26,-902,789,862,83
18,2025-01-25,-893,511,-673,-223
62,2025-02-05,117,981,37,771
21,2025-03-29,835,746,909,791
75,2025-01-28,-928,-898,541,-567
51,2025-02-12,-101,-322,-325,912
60,2025-01-16,222,-656,898,-238
4,2025-02-15,-426,-587,-384,206
45,2025-01-06,49,-645,-535,121
5,2025-03-04,145,29,-739,-87
22,2025-01-16,355,256,69,-276
94,2025-03-31,560,794,413,-393
2,2025-02-06,-292,679,-453,-418
46,2025-02-04,478,440,-236,840
17,2025-01-27,-1000,-671,890,36
98,2025-03-03,-674,-764,-178,-858
42,2025-01-25,-776,541,973,342
75,2025-02-04,808,767,191,-445
26,2025-03-08,259,563,763,389
92,2025-01-06,10,317,-232,491
6,2025-01-23,-633,102,83,338
21,2025-03-24,-64,461,-364,-2
27,2025-01-28,-925,-995,746,396
89,2025-02-03,-734,328,609,-166
38,2025-02-28,846,-694,-939,1
44,2025-02-20,623,856,992,451
27,2025-03-03,241,-732,140,-235
9,2025-01-26,-367,-641,291,-155
98,2025-01-11,-633,9,741,-835
77,2025-02-09,214,33,-734,627
29,2025-01-25,-112,954,-23,101
81,2025-01-05,522,86,599,-336
80,2025-02-05,965,-488,-191,269
40,2025-03-09,-520,592,479,884
24,2025-02-09,-18,139,352,791
65,2025-01-15,-954,-382,-79,873
80,2025-03-05,-804,-548,-63,316
94,2025-03-01,-386,568,338,293
65,2025-01-08,-266,-772,652,953
30,2025-01-06,-833,71,363,-272
90,2025-02-17,-133,-328,478,-690
1,2025-01-17,573,661,572,561
19,2025-01-21,738,-524,-406,409
42,2025-03-07,597,672,150,369
87,2025-01-17,-902,593,199,-104
83,2025-03-05,11,615,-461,601
38,2025-04-01,514,-387,-663,-148
54,2025-02-23,480,362,-18,341
1,2025-03-19,413,-290,-350,69
15,2025-01-25,-717,-387,503,-220
53,2025-01-25,-175,-705,495,185
85,2025-02-12,-559,683,-620,-365
44,2025-02-06,-86,-769,18,-601
86,2025-01-15,355,488,445,658
75,2025-03-12,-24,-617,-74,192
15,2025-03-26,-467,-485,550,455
26,2025-01-19,-311,-537,500,-52
77,2025-03-08,-136,-887,981,-45
95,2025-01-28,-752,-594,-256,627
28,2025-03-25,-179,698,249,201
48,2025-03-05,-357,-680,788,96
65,2025-01-25,526,-626,178,-233
67,2025-02-21,361,613,-481,-739
62,2025-01-10,257,790,-44,803
5,2025-03-13,828,-991,-909,-518
84,2025-03-18,-170,-169,700,406
61,2025-04-02,957,788,57,-497
92,2025-03-03,-914,545,-259,-990
59,2025-03-03,382,-509,-277,-234
92,2025-02-08,937,424,-631,141
43,2025-01-22,-842,572,598,745
46,2025-01-10,-401,721,777,-933
90,2025-01-24,183,-194,360,-230
46,2025-01-23,63,202,299,-903
69,2025-02-19,999,535,220,924
75,2025-02-26,-797,-290,501,-437
2,2025-01-16,858,-720,-767,-369
37,2025-01-22,-936,-445,576,67
15,2025-03-28,-163,797,811,-222
94,2025-03-17,669,-993,-780,777
26,2025-03-23,-286,328,929,-761
81,2025-03-23,965,-162,585,-776
76,2025-03-03,-848,-265,919,654
80,2025-01-20,-459,806,-825,52
99,2025-01-11,997,861,-704,-45
6,2025-01-25,172,-45,-408,-468
66,2025-01-13,-72,-644,11,-470
12,2025-01-26,-76,-604,-688,858
28,2025-03-26,-380,345,-590,962
85,2025-01-04,588,-739,-924,631
49,2025-02-20,-486,-107,-740,-177
68,2025-01-10,-485,-91,-675,-227
26,2025-02-23,489,-170,-613,511
15,2025-03-11,-460,753,709,398
46,2025-03-08,-765,-196,-847,-100
5,2025-01-18,-818,-826,148,-623
56,2025-02-25,431,-31,-590,461
89,2025-01-03,-408,14,671,590
22,2025-02-08,446,584,-457,123
74,2025-03-25,-407,-213,-974,-626
25,2025-03-27,-88,375,-870,146
13,2025-01-31,-133,-198,-473,326
53,2025-01-01,572,634,-400,178
50,2025-03-10,-624,644,748,265
28,2025-03-01,145,682,423,-957
20,2025-02-04,700,33,284,323
28,2025-01-11,132,896,-662,315
35,2025-03-06,-445,984,604,568
50,2025-03-25,457,720,679,-476
29,2025-01-08,201,-440,-656,-485
29,2025-01-17,895,-631,639,647
54,2025-01-02,-859,-1000,158,-4
53,2025-02-18,77,-198,-249,607
62,2025-01-10,-516,742,-214,682
71,2025-02-26,-352,309,161,-349
3,2025-03-23,810,-477,-610,-181
42,2025-03-04,658,-465,-470,200
24,2025-02-10,244,-910,-199,894
69,2025-02-14,879,-864,-680,94
77,2025-01-12,813,-997,262,57
37,2025-02-18,-699,934,13,-914
82,2025-01-29,570,-151,-754,204
63,2025-01-17,77,-637,239,-933
20,2025-01-21,-359,-64,969,-949
43,2025-03-22,-893,236,-657,-513
59,2025-01-23,-158,639,858,317
91,2025-02-23,812,-635,-537,-374
22,2025-01-03,717,396,529,897
57,2025-01-11,-87,254,301,736
66,2025-03-11,-540,-46,351,-537
9,2025-02-10,-420,-596,251,462
86,2025-01-26,640,39,975,118
50,2025-01-28,-733,16,356,-737
66,2025-02-16,931,-548,-336,457
41,2025-01-14,-280,447,-918,-83
94,2025-02-19,-805,-170,-312,-567
20,2025-01-22,532,-723,-645,-915
98,2025-03-05,-193,-709,-769,-396
90,2025-01-07,502,504,693,955
63,2025-02-23,-81,95,76,78
20,2025-02-24,788,566,345,452
9,2025-02-10,-403,331,-791,67
6,2025-01-18,157,577,666,-112
11,2025-03-02,835,507,-924,95
6,2025-02-04,-432,-241,532,-792
43,2025-03-14,33,-115,728,810
98,2025-01-12,-28,-4,186,461
41,2025-01-29,277,575,494,-124
62,2025-01-16,-678,-70,-300,589
67,2025-03-20,925,917,330,775
44,2025-03-09,-870,-645,989,406
23,2025-03-03,968,-987,-548,-477
13,2025-04-02,-219,-60,686,-695
96,2025-01-31,-164,387,637,-720
89,2025-03-25,-123,-116,336,-611
93,2025-02-17,-55,978,143,-739
49,2025-03-03,-503,-42,-28,735
41,2025-01-02,693,87,-107,-247
64,2025-02-09,-800,960,-862,-718
66,2025-02-21,-388,-796,921,563
14,2025-02-25,-779,361,-614,-397
53,2025-01-08,-67,-772,-691,-240
69,2025-01-28,55,-575,559,-89
91,2025-02-20,-935,308,86,-250
63,2025-03-20,-320,653,514,805
21,2025-03-06,-218,-560,730,-957
8,2025-02-13,-16,-234,-359,-181
31,2025-03-29,830,892,481,-602
24,2025-01-22,294,-282,637,290
32,2025-02-16,235,380,596,879
89,2025-01-28,-169,748,249,70
89,2025-03-20,719,35,-29,-640
33,2025-01-03,460,359,228,-816
25,2025-03-07,-116,782,851,-867
75,2025-04-02,587,-709,10,594
26,2025-03-31,147,773,-545,686
89,2025-01-01,-55,408,142,195
6,2025-02-13,-28,364,-325,-337
94,2025-02-16,317,136,-270,773
1,2025-01-30,-356,557,810,934
74,2025-01-08,-946,5,-118,686
14,2025-02-21,-500,140,808,-358
5,2025-02-15,-292,-539,-572,-231
85,2025-01-12,-902,-709,562,700
1,2025-03-21,-545,649,582,-561
81,2025-01-08,112,638,435,951
17,2025-01-15,824,-705,505,-145
62,2025-02-20,-657,556,-915,-322
59,2025-02-14,311,757,-638,641
89,2025-03-21,-525,751,-708,-119
67,2025-02-03,124,922,477,534
26,2025-01-28,-307,-415,-874,90
16,2025-01-19,379,637,-611,17
90,2025-03-12,701,-103,960,710
3,2025-01-17,-220,-10,10,-176
80,2025-01-20,191,338,-673,427
17,2025-02-22,821,-390,640,-96
97,2025-02-19,-62,439,-436,-362
98,2025-01-31,984,-206,269,584
83,2025-03-04,653,929,-774,666
51,2025-02-03,-133,749,-152,30
51,2025-02-02,-18,-390,617,478
54,2025-04-02,-662,-681,-616,-188
10,2025-02-16,396,-178,247,807
17,2025-03-06,-150,-682,912,467
6,2025-01-06,-392,364,-820,899
88,2025-03-29,42,-691,969,-861
81,2025-03-27,922,-726,-784,-866
8,2025-01-22,637,-658,-145,-453
59,2025-02-05,697,-503,378,-955
2,2025-03-08,435,420,-32,-938
71,2025-01-06,809,-603,72,352
74,2025-03-05,-12,782,-875,371
12,2025-03-22,-991,-800,-697,133
36,2025-03-25,-102,30,716,-371
52,2025-01-14,373,532,857,-597
73,2025-02-21,-910,-568,938,-325
68,2025-02-08,-203,-928,-62,259
90,2025-03-11,9,446,-892,-554
11,2025-03-08,-537,603,719,-637
82,2025-01-31,382,846,207,698
90,2025-03-26,-867,369,240,43
52,2025-02-20,398,-585,931,742
59,2025-01-23,286,478,856,-3
80,2025-02-27,-372,99,680,629
8,2025-03-07,395,808,452,660
61,2025-01-02,836,613,831,472
87,2025-01-23,821,331,-303,7
3,2025-02-06,617,69,-881,-57
91,2025-01-09,708,-476,63,846
70,2025-03-17,633,378,866,-600
73,2025-01-07,9,-303,-26,-791
45,2025-01-07,640,-897,531,651
47,2025-03-14,-769,-803,-77,-35
5,2025-02-02,841,409,859,39
95,2025-02-12,480,-499,286,767
79,2025-03-05,667,451,758,-518
42,2025-02-11,-145,496,562,-582
45,2025-01-31,98,-528,450,366
51,2025-03-22,345,-176,-596,348
65,2025-01-03,-865,-368,-272,-68
63,2025-03-17,-603,218,-24,336
94,2025-02-17,-32,-497,957,591
87,2025-03-31,296,821,-776,-714
33,2025-03-12,119,-523,17,160
33,2025-02-13,466,-746,545,443
82,2025-01-21,220,104,-906,784
11,2025-03-29,477,-148,65,521
9,2025-03-15,619,-501,-637,906
71,2025-03-03,611,99,200,-1
86,2025-03-20,255,-156,-552,649
15,2025-03-06,-268,-73,-990,644
60,2025-02-13,647,-383,-572,-949
15,2025-01-08,-884,-381,-916,-410
51,2025-02-28,253,-511,-891,936
70,2025-01-10,-889,-38,-901,171
14,2025-01-08,778,-655,-93,737
18,2025-01-29,581,-293,-464,-144
78,2025-02-12,234,271,-525,116
17,2025-03-28,77,269,427,651
33,2025-01-02,805,255,628,-600
27,2025-03-13,-185,-846,41,-44
26,2025-02-24,868,603,-663,3
86,2025-03-25,-137,624,58,-610
12,2025-02-28,268,208,-721,835
84,2025-03-25,871,-571,-116,-245
24,2025-01-22,941,563,-988,-231
40,2025-01-07,401,959,42,133
87,2025-01-09,295,-754,247,119
10,2025-03-27,798,239,-339,25
23,2025-02-08,48,-778,-551,559
4,2025-01-22,-403,366,-492,153
99,2025-03-20,-581,944,-267,1
88,2025-02-26,-681,-278,-50,-520
7,2025-01-01,551,656,-151,406
91,2025-01-17,396,-33,573,-490
22,2025-03-23,511,-839,28,-147
93,2025-03-15,-958,-155,-128,946
52,2025-03-25,801,793,669,473
37,2025-03-19,832,926,-396,-128
65,2025-03-18,-535,-725,-780,-757
77,2025-02-12,482,334,496,-905
6,2025-01-20,348,-718,731,727
84,2025-02-04,100,-885,657,80
60,2025-03-04,618,-976,-527,521
25,2025-01-16,-652,-441,217,-431
56,2025-01-23,381,132,626,-396
21,2025-02-01,713,362,-416,-24
66,2025-01-30,-484,517,-222,-274
17,2025-01-25,181,467,510,-950
73,2025-03-20,-797,249,516,51
64,2025-01-29,-4,-136,-184,-435
75,2025-02-20,629,-345,-886,-481
26,2025-03-30,136,-90,-286,-867
7,2025-03-02,-355,-91,-330,644
85,2025-01-08,33,-763,-568,-282
19,2025-02-08,190,265,-683,99
54,2025-01-28,825,851,-374,13
48,2025-02-23,-731,-33,297,-541
64,2025-03-25,355,-46,-872,-420
91,2025-02-07,-182,-44,-799,366
30,2025-02-25,-821,625,-361,-765
25,2025-01-11,-441,-121,748,-928
14,2025-02-16,647,448,587,-85
50,2025-02-13,-811,-985,-739,327
55,2025-02-09,688,371,-775,510
34,2025-02-11,698,636,-317,240
